,issn,issn_alt,context_name,journal_url,gcld3_code,language,discipline
15301,2598-4098,,JuKe (Jurnal Kesehatan),https://jurnal.stikesganeshahusada.ac.id/index.php/juke,id,Indonesian,Medical and Health Sciences
15302,2615-6466,,Avicenna : Journal of Health Research,https://jurnal.stikesmus.ac.id/index.php/avicenna,id,Indonesian,Medical and Health Sciences
15303,2715-6036,2716-0483,Jurnal Ilmiah Pamenang,https://jurnal.stikespamenang.ac.id/index.php/jip,id,Indonesian,Biological Sciences
15304,2684-8961,,Pasapua Health Journal,https://jurnal.stikespasapua.ac.id/index.php/PHJ,en,English,Medical and Health Sciences
15305,2685-7510,,JURNAL ABDIMAS KESEHATAN PERINTIS,https://jurnal.stikesperintis.ac.id/index.php/JAKP,id,Indonesian,Medical and Health Sciences
15306,2355-9853,,JURNAL KESEHATAN PERINTIS (Perintis's Health Journal),https://jurnal.stikesperintis.ac.id/index.php/JKP,en,English,Medical and Health Sciences
15307,2622-2256,,PROSIDING SEMINAR KESEHATAN PERINTIS,https://jurnal.stikesperintis.ac.id/index.php/PSKP,id,Indonesian,Medical and Health Sciences
15308,2715-0976,,JURNAL KESEHATAN TUJUH BELAS,https://jurnal.stikestujuhbelas.ac.id/index.php/jurkes,id,Indonesian,Engineering and Technology
15309,2654-587X,,Jurnal Kesehatan,https://jurnal.stikesyatsi.ac.id/index.php/kesehatan,id,Indonesian,Medical and Health Sciences
15310,2528-0937,,Jurnal Keperawatan dan Kesehatan,https://jurnal.stikmuhptk.ac.id/index.php/JK2,id,Indonesian,Medical and Health Sciences
15311,1979-7044,2598-2990,CKI ON SPOT,https://jurnal.stikomcki.ac.id/index.php/cos,en,English,Information and Computing Sciences
15312,2406-8713,,Jurnal Cendekia Waskita,https://jurnal.stin.ac.id/stin,en,English,Studies in Human Society
15313,2598-0521,2776-0022,Jurnal Bakti Agribisnis,https://jurnal.stiperbelitang.ac.id/index.php/jurnal-bakti-agribisnis,en,English,Agricultural and Veterinary Sciences
15314,2620-6536,,Al Mi'yar: Jurnal Ilmiah Pembelajaran Bahasa Arab dan Kebahasaaraban,https://jurnal.stiq-amuntai.ac.id/index.php/al-miyar,en,English,Education
15315,2621-0681,,Al Qalam: Jurnal Ilmiah Keagamaan dan Kemasyarakatan,https://jurnal.stiq-amuntai.ac.id/index.php/al-qalam,id,Indonesian,Education
15316,2086-4132,2615-1367,Jurnal Aplikasi Statistika & Komputasi Statistik,https://jurnal.stis.ac.id/index.php/jurnalasks,id,Indonesian,Engineering and Technology
15317,2528-3693,,JIPE: Jurnal Ilmiah Ilmu Pemerintahan,https://jurnal.stisipbp.ac.id/index.php/JIPE,en,English,Studies in Human Society
15318,2721-5768,,AL-KABIR,https://jurnal.stit-lingga.ac.id/index.php/alkabir,id,Indonesian,Information and Computing Sciences
15319,2721-5776,,JEMPOL,https://jurnal.stit-lingga.ac.id/index.php/jempol,id,Indonesian,Education
15320,2721-575X,,TIRAI,https://jurnal.stit-lingga.ac.id/index.php/tirai,id,Indonesian,Education
15321,2654-9239,,Idrak: Journal of Islamic Education,https://jurnal.stit-rh.ac.id/index.php/idrak,en,English,Education
15322,2614-462X,,Tsaqofah : Jurnal Pendidikan Islam,https://jurnal.stitalishlahbondowoso.ac.id/index.php/tsaqofah,id,Indonesian,Education
15323,2722-6115,,Jurnal Sakinah,https://jurnal.stitnu-sadhar.ac.id/index.php/JS,en,English,Education
15324,2622-6502,,ACTIVA: Jurnal Ekonomi Syariah,https://jurnal.stitnualhikmah.ac.id/index.php/activa,en,English,"Commerce, Management, Tourism and Services"
15325,2442-3661,2477-667X,MODELING: Jurnal Program Studi PGMI,https://jurnal.stitnualhikmah.ac.id/index.php/modeling,en,English,Education
15326,2686-6234,,SCHOLASTICA: Jurnal Pendidikan dan Kebudayaan,https://jurnal.stitnualhikmah.ac.id/index.php/scholastica,en,English,"Language, Communication and Culture"
15327,2528-083X,2540-8801,SELING: Jurnal Program Studi PGRA,https://jurnal.stitnualhikmah.ac.id/index.php/seling,id,Indonesian,Education
15328,2252-6099,2721-2483,Urwatul Wutsqo: Jurnal Studi Kependidikan dan Keislaman,https://jurnal.stituwjombang.ac.id/index.php/UrwatulWutsqo,en,English,Education
15329,2549-8339,2579-3683,Al-Idaroh: Jurnal Studi Manajemen Pendidikan Islam,https://jurnal.stituwjombang.ac.id/index.php/al-idaroh,en,English,Education
15330,2715-9434,2715-9981,Ilmuna: Jurnal Studi Pendidikan Agama Islam,https://jurnal.stituwjombang.ac.id/index.php/ilmuna,en,English,Psychology and Cognitive Sciences
15331,2684-8546,,The Art of Teaching English as a Foreign Language,https://jurnal.stkipahsingaraja.ac.id/index.php/tatefl,en,English,Education
15332,1907-9559,2656-7466,Jurnal Widya Sastra Pendidikan Agama Hindu,https://jurnal.stkipahsingaraja.ac.id/index.php/wspah,id,Indonesian,Studies in Human Society
15333,2775-7870,2807-4343,JoEE: Journal of Earlychildhood Education,https://jurnal.stkipbanten.ac.id/index.php/Joee,id,Indonesian,Education
15334,2775-6629,,"SPORTIF: Jurnal Pendidikan Jasmani, Kesehatan, dan Rekreasi",https://jurnal.stkipbanten.ac.id/index.php/sportif,id,Indonesian,Medical and Health Sciences
15335,2338-6126,2807-4114,TULIP (Tulisan Ilmiah Pendidikan),https://jurnal.stkipbanten.ac.id/index.php/tulip,id,Indonesian,Education
15336,2443-3608,,Jurnal Pendidikan Hayati,https://jurnal.stkipbjm.ac.id/index.php/JPH,id,Indonesian,Engineering and Technology
15337,2527-4104,,"STILISTIKA: Jurnal Bahasa, Sastra, dan Pengajarannya",https://jurnal.stkipbjm.ac.id/index.php/STI,id,Indonesian,"Language, Communication and Culture"
15338,2442-3041,2579-3977,Math Didactic: Jurnal Pendidikan Matematika,https://jurnal.stkipbjm.ac.id/index.php/math,id,Indonesian,Education
15339,2656-7814,,Elementa: Jurnal Pendidikan Guru Sekolah Dasar,https://jurnal.stkipbjm.ac.id/index.php/pgsd,en,English,Education
15340,2615-322X,,Jurnal Karakter (Kajian Ilmu Pendidikan dan Pembelajaran),https://jurnal.stkipdarussalam.id/index.php/jpk,id,Indonesian,"Language, Communication and Culture"
15341,2774-1729,,JIMAT: Jurnal Ilmiah Matematika,https://jurnal.stkipkieraha.ac.id/index.php/jimat,id,Indonesian,Psychology and Cognitive Sciences
15342,2746-1092,,JUPEK: Jurnal Pendidikan dan Ekonomi,https://jurnal.stkipkieraha.ac.id/index.php/jupek,id,Indonesian,Education
15343,2774-1966,,KUANTUM: Jurnal Pembelajaran dan Sains Fisika,https://jurnal.stkipkieraha.ac.id/index.php/kuantum,id,Indonesian,Education
15344,2623-1565,,"LANGUA: Journal of Linguistics, Literature, and Language Education",https://jurnal.stkipkieraha.ac.id/index.php/langua,en,English,Education
15345,2656-4998,,JURNAL PENDAS (Pendidikan Sekolah Dasar),https://jurnal.stkipkieraha.ac.id/index.php/pendas,id,Indonesian,Medical and Health Sciences
15346,2722-2179,,Journal of Instructional Mathematics,https://jurnal.stkipkusumanegara.ac.id/index.php/jim,en,English,Education
15347,2443-0870,,Jurnal Bimbingan dan Konseling,https://jurnal.stkipmb.ac.id/index.php/bkmb,id,Indonesian,Education
15348,2721-1916,,JELITA,https://jurnal.stkipmb.ac.id/index.php/jelita,en,English,"Language, Communication and Culture"
15349,2613-9103,,J-ADIMAS (Jurnal Pengabdian Kepada Masyarakat),https://jurnal.stkippgritulungagung.ac.id/index.php/jadimas,id,Indonesian,Education
15350,2527-9467,2656-7539,Journal of Information Technology,https://jurnal.stmik-amikbandung.ac.id/joint,id,Indonesian,Engineering and Technology
15351,1693-590X,2686-4711,Go Infotech: Jurnal Ilmiah STMIK AUB,https://jurnal.stmik-aub.ac.id/index.php/goinfotech,id,Indonesian,Engineering and Technology
15352,0853-6376,2622-3708,"JOURNAL INFORMATICS, SCIENCE & TECHNOLOGY",https://jurnal.stmik.banisaleh.ac.id/index.php/JIST,id,Indonesian,Information and Computing Sciences
15353,2716-0696,,"Jurnal Informatic, Education and Management (JIEM)",https://jurnal.stmikiba.ac.id/index.php/jiem,id,Indonesian,"Commerce, Management, Tourism and Services"
15354,2614-7912,2622-3813,Jurdimas (Jurnal Pengabdian Kepada Masyarakat) Royal,https://jurnal.stmikroyal.ac.id/index.php/jurdimas,id,Indonesian,Information and Computing Sciences
15355,2407-1811,2550-0201,JURTEKSI (Jurnal Teknologi dan Sistem Informasi),https://jurnal.stmikroyal.ac.id/index.php/jurteksi,id,Indonesian,Engineering and Technology
15356,2722-6263,2722-6271,TEKNIMEDIA: Teknologi Informasi dan Multimedia,https://jurnal.stmiksznw.ac.id/index.php/teknimedia,en,English,"Commerce, Management, Tourism and Services"
15357,2747-061X,,Jurnal Olahraga & Kesehatan Indonesia,https://jurnal.stokbinaguna.ac.id/index.php/JOK,id,Indonesian,Medical and Health Sciences
15358,2723-2816,,JPJ (Jurnal Pendidikan Jasmani),https://jurnal.stokbinaguna.ac.id/index.php/JPJ,id,Indonesian,Education
15359,2774-3055,,Jurnal Bina Pengabdian Kepada Masyarakat,https://jurnal.stokbinaguna.ac.id/index.php/JPKM,id,Indonesian,Engineering and Technology
15360,2776-3994,,Jurnal Ilmiah STOK Bina Guna Medan,https://jurnal.stokbinaguna.ac.id/index.php/JSBG,en,English,"Commerce, Management, Tourism and Services"
15361,2746-1610,,Jurnal Mahasiswa Pendidikan Olahraga,https://jurnal.stokbinaguna.ac.id/index.php/JUMPER,en,English,Education
15362,2685-0451,,Abdau: Jurnal Pendidikan Madrasah Ibtidaiyah,https://jurnal.stpi-bim.ac.id/index.php/ABDAU,en,English,Education
15363,2721-1509,,QURROTI : JURNAL PENDIDIKAN ISLAM ANAK USIA DINI,https://jurnal.stpi-bim.ac.id/index.php/QURROTI,id,Indonesian,Education
15364,2723-0120,,Journal of Tax and Business,https://jurnal.stpi-pajak.ac.id/index.php/JPB,en,English,Economics
15365,2089-3159,,JURNAL REINHA,https://jurnal.stpreinha.ac.id/index.php/e-jr,id,Indonesian,Philosophy and Religious Studies
15366,1907-2457,2581-2688,Jurnal Pariwisata Indonesia,https://jurnal.stpsahidsurakarta.ac.id/index.php/jpi,id,Indonesian,"Commerce, Management, Tourism and Services"
15367,2746-8615,,Jurnal Teologi Biblika,https://jurnal.stt-biblika.ac.id/index.php/jtb,id,Indonesian,Studies in Human Society
15368,2089-3957,2580-2585,JURNAL UNITEK,https://jurnal.stt-dmi.web.id/index.php/unitek,id,Indonesian,Information and Computing Sciences
15369,2579-7115,,Sinteks : Jurnal Teknik,https://jurnal.stt.web.id/index.php/Teknik,id,Indonesian,Education
15370,2657-0777,2723-2751,VOX DEI: Jurnal Teologi dan Pastoral ,https://jurnal.sttekumene.ac.id/index.php/VoxDei,en,English,Philosophy and Religious Studies
15371,1412-3622,2302-7339,Jurnal Algoritma,https://jurnal.sttgarut.ac.id/index.php/algoritma,id,Indonesian,Information and Computing Sciences
15372,1412-3614,2302-7320,Jurnal Kalibrasi,https://jurnal.sttgarut.ac.id/index.php/kalibrasi,id,Indonesian,"Commerce, Management, Tourism and Services"
15373,1412-3630,2302-7312,Jurnal Konstruksi,https://jurnal.sttgarut.ac.id/index.php/konstruksi,id,Indonesian,Engineering and Technology
15374,2722-7596,,Jurnal PkM MIFTEK,https://jurnal.sttgarut.ac.id/index.php/miftek,id,Indonesian,Engineering and Technology
15375,2621-9220,2722-1962,Journal of Intelligent System and Computation,https://jurnal.stts.edu/index.php/INSYST,id,Indonesian,Engineering and Technology
15376,1979-3588,2715-8969,"SUNDERMANN: Jurnal Ilmiah Teologi, Pendidikan, Sains, Humaniora dan Kebudayaan",https://jurnal.sttsundermann.ac.id/index.php/sundermann,id,Indonesian,Philosophy and Religious Studies
15377,2774-2849,,Abdi Masya,https://jurnal.sttw.ac.id/index.php/abma,id,Indonesian,Engineering and Technology
15378,2715-4424,2746-797X,Jurnal Abdimas Saintika,https://jurnal.syedzasaintika.ac.id/index.php/abdimas,id,Indonesian,Medical and Health Sciences
15379,2087-8508,2540-9611,Jurnal Kesehatan Medika Saintika,https://jurnal.syedzasaintika.ac.id/index.php/medika,id,Indonesian,Medical and Health Sciences
15380,2541-0849,2548-1398,Syntax Literate ; Jurnal Ilmiah Indonesia,https://jurnal.syntaxliterate.co.id/index.php/syntax-literate,id,Indonesian,"Language, Communication and Culture"
15381,2684-8902,2721-1177,Arsitekta : Jurnal Arsitektur dan Kota Berkelanjutan,https://jurnal.tau.ac.id/index.php/arsitekta,id,Indonesian,Studies in Human Society
15382,2620-9942,2621-2935,Journal of Management and Leadership,https://jurnal.tau.ac.id/index.php/jml,en,English,"Commerce, Management, Tourism and Services"
15383,2613-991X,2621-2927,Jurnal SISKOM-KB (Sistem Komputer dan Kecerdasan Buatan),https://jurnal.tau.ac.id/index.php/siskom-kb,en,English,Engineering and Technology
15384,2715-6982,,Prosiding TAU SNAR-TEK Seminar Nasional Rekayasa dan Teknologi,https://jurnal.tau.ac.id/index.php/snartek,id,Indonesian,Engineering and Technology
15385,2527-8797,,Indonesian Mining Journal,https://jurnal.tekmira.esdm.go.id/index.php/imj,en,English,Engineering and Technology
15386,1979-6560,2527-8789,Jurnal Teknologi Mineral dan Batubara,https://jurnal.tekmira.esdm.go.id/index.php/minerba,id,Indonesian,Engineering and Technology
15387,2715-5595,,Jurnal Pasar Modal dan Bisnis,https://jurnal.ticmi.co.id/index.php/jpmb,en,English,"Commerce, Management, Tourism and Services"
15388,2745-5920,2745-5939,Jurnal Al Azhar Indonesia Seri Ilmu Sosial,https://jurnal.uai.ac.id/index.php/JAISS,id,Indonesian,Medical and Health Sciences
15389,2356-0215,,JURNAL Al-AZHAR INDONESIA SERI HUMANIORA,https://jurnal.uai.ac.id/index.php/SH,id,Indonesian,Education
15390,1412-632X,2614-6789,Primanomics : Jurnal Ekonomi & Bisnis,https://jurnal.ubd.ac.id/index.php/PE,en,English,Economics
15391,2721-7779,,Akselerator : Jurnal Sains Terapan dan Teknologi,https://jurnal.ubd.ac.id/index.php/aksel,id,Indonesian,Engineering and Technology
15392,2085-8108,2541-3503,AKUNTOTEKNOLOGI,https://jurnal.ubd.ac.id/index.php/akunto,id,Indonesian,"Commerce, Management, Tourism and Services"
15393,2715-0569,2715-0577,ALGOR,https://jurnal.ubd.ac.id/index.php/algor,id,Indonesian,Information and Computing Sciences
15394,2581-1916,2598-7585,Tech-E,https://jurnal.ubd.ac.id/index.php/te,en,English,Information and Computing Sciences
15395,2302-8025,,Journal of Economics & Business UBS,https://jurnal.ubs-usg.ac.id/index.php/joeb,en,English,"Commerce, Management, Tourism and Services"
15396,2777-1156,2807-2650,Journal Competency of Business,https://jurnal.ucy.ac.id/index.php/JCoB,en,English,"Commerce, Management, Tourism and Services"
15397,1907-2333,2685-9211,Ulumuddin : Jurnal Ilmu-ilmu Keislaman,https://jurnal.ucy.ac.id/index.php/agama_islam,en,English,Education
15398,1907-2341,2685-4031,Academy of Education Journal,https://jurnal.ucy.ac.id/index.php/fkip,id,Indonesian,Education
15399,2685-7952,2776-3846,Intersections,https://jurnal.ucy.ac.id/index.php/intersections,en,English,Education
15400,1858-2826,2747-0954,Nuansa Akademik: Jurnal Pembangunan Masyarakat,https://jurnal.ucy.ac.id/index.php/nuansaakademik,en,English,Studies in Human Society
15401,2477-0361,,Berkala Ilmu Perpustakaan dan Informasi,https://jurnal.ugm.ac.id/v3/BIP,en,English,Information and Computing Sciences
15402,2338-9427,2338-9486,Indonesian Journal of Pharmacy,https://jurnal.ugm.ac.id/v3/IJP,en,English,Chemical Sciences
15403,2745-455X,,Indonesian Journal of Pharmacology and Therapy,https://jurnal.ugm.ac.id/v3/JPT,en,English,Medical and Health Sciences
15404,2502-1079,,Jurnal ESTUPRO,https://jurnal.ugn.ac.id/index.php/ESTUPRO,id,Indonesian,Education
15405,2541-5522,,Jurnal LPPM,https://jurnal.ugn.ac.id/index.php/jurnalLPPM,id,Indonesian,Education
15406,2442-3416,2714-6049,Journal Ilmiah Rinjani : Media Informasi Ilmiah Universitas Gunung Rinjani,https://jurnal.ugr.ac.id/index.php/jir,id,Indonesian,Education
15407,2714-9811,,JETAL: Journal of English Teaching & Applied Linguistic,https://jurnal.uhn.ac.id/index.php/jetal,en,English,Education
15408,2356-2595,2714-7037,Jurnal Suluh Pendidikan,https://jurnal.uhn.ac.id/index.php/jsp,en,English,Education
15409,2685-8916,,SPROCKET JOURNAL OF MECHANICAL ENGINEERING,https://jurnal.uhn.ac.id/index.php/mechanical,en,English,Engineering and Technology
15410,2686-4452,,Sepren,https://jurnal.uhn.ac.id/index.php/sepren,id,Indonesian,Studies in Human Society
15411,2502-7786,,Jurnal Ilmiah Perekam dan Informasi Kesehatan Imelda (JIPIKI),https://jurnal.uimedan.ac.id/index.php/JIPIKI,id,Indonesian,Medical and Health Sciences
15412,2597-7164,,JIFI (Jurnal Ilmiah Farmasi Imelda),https://jurnal.uimedan.ac.id/index.php/JURNALFARMASI,id,Indonesian,Medical and Health Sciences
15413,2597-7172,,Jurnal Ilmiah Keperawatan Imelda,https://jurnal.uimedan.ac.id/index.php/JURNALKEPERAWATAN,id,Indonesian,Medical and Health Sciences
15414,2614-1817,2654-637X,"CHEDS: Journal of Chemistry, Education, and Science",https://jurnal.uisu.ac.id/index.php/CHEDS,id,Indonesian,Education
15415,2339-0514,,"JEKKP (Jurnal Ekonomi, Keuangan dan Kebijakan Publik)",https://jurnal.uisu.ac.id/index.php/JEKKP,en,English,"Commerce, Management, Tourism and Services"
15416,2339-0492,2599-1469,JRAM (Jurnal Riset Akuntansi Multiparadigma),https://jurnal.uisu.ac.id/index.php/JRAM,en,English,"Commerce, Management, Tourism and Services"
15417,2339-0506,2599-137X,JRMB (Jurnal Riset Manajemen dan Bisnis),https://jurnal.uisu.ac.id/index.php/JRMB,en,English,"Commerce, Management, Tourism and Services"
15418,0216-4930,2614-297X,JMB (Jurnal Manajemen dan Bisnis),https://jurnal.uisu.ac.id/index.php/MdB,en,English,Economics
15419,2089-5844,2599-1361,Agriland : Jurnal Ilmu Pertanian,https://jurnal.uisu.ac.id/index.php/agriland,id,Indonesian,Agricultural and Veterinary Sciences
15420,2746-1408,2746-1912,Jurnal Hukum Al-Hikmah: Media Komunikasi dan Informasi Hukum dan Masyarakat,https://jurnal.uisu.ac.id/index.php/alhikmah,id,Indonesian,Law and Legal Studies
15421,2614-8064,2654-4652,"BEST Journal (Biology Education, Sains and Technology)",https://jurnal.uisu.ac.id/index.php/best,id,Indonesian,Information and Computing Sciences
15422,1410-4520,2598-3814,Buletin Utama Teknik,https://jurnal.uisu.ac.id/index.php/but,id,Indonesian,Education
15423,2540-7597,2540-7600,InfoTekJar : Jurnal Nasional Informatika dan Teknologi Jaringan,https://jurnal.uisu.ac.id/index.php/infotekjar,id,Indonesian,Engineering and Technology
15424,1412-1255,2613-9340,Jurnal Hukum Kaidah: Media Komunikasi dan Informasi Hukum dan Masyarakat,https://jurnal.uisu.ac.id/index.php/jhk,en,English,Law and Legal Studies
15425,2655-9080,2685-8878,JOURNAL OF LANGUAGE,https://jurnal.uisu.ac.id/index.php/journaloflanguage,en,English,"Language, Communication and Culture"
15426,2580-8672,2580-9962,"Language Literacy: Journal of Linguistics, Literature, and Language Teaching",https://jurnal.uisu.ac.id/index.php/languageliteracy,en,English,"Language, Communication and Culture"
15427,2528-4363,2579-6550,MES: Journal of Mathematics Education and Science,https://jurnal.uisu.ac.id/index.php/mesuisu,en,English,Studies in Human Society
15428,2614-1159,2622-1373,"MUKADIMAH: Jurnal Pendidikan, Sejarah, dan Ilmu-ilmu Sosial",https://jurnal.uisu.ac.id/index.php/mkd,id,Indonesian,Studies in Human Society
15429,2599-1353,,"Taushiah: Jurnal Hukum, Pendidikan dan Kemasyarakatan",https://jurnal.uisu.ac.id/index.php/tsh,en,English,Education
15430,2089-8592,,Wahana Inovasi : Jurnal Penelitian dan Pengabdian Masyarakat UISU,https://jurnal.uisu.ac.id/index.php/wahana,id,Indonesian,Education
15431,2747-2221,,Journal of Computer Science and Information System(JCoInS),https://jurnal.ulb.ac.id/index.php/JCoInS,id,Indonesian,Information and Computing Sciences
15432,2337-7216,2620-6625,JURNAL ILMIAH ADVOKASI,https://jurnal.ulb.ac.id/index.php/advokasi,id,Indonesian,Law and Legal Studies
15433,2303-2944,2715-033X,JURNAL AGROPLASMA,https://jurnal.ulb.ac.id/index.php/agro,en,English,Engineering and Technology
15434,2460-6111,2685-2063,CIVITAS (JURNAL PEMBELAJARAN DAN ILMU CIVIC),https://jurnal.ulb.ac.id/index.php/civic,id,Indonesian,Studies in Human Society
15435,2746-2137,2746-5330,Ekonomi Bisnis Manajemen dan Akuntansi (EBMA),https://jurnal.ulb.ac.id/index.php/ebma,en,English,Economics
15436,2477-6092,2620-3391,"ECOBISMA (JURNAL EKONOMI, BISNIS DAN MANAJEMEN)",https://jurnal.ulb.ac.id/index.php/ecobisma,id,Indonesian,"Commerce, Management, Tourism and Services"
15437,2303-355X,2685-2217,JURNAL EDUSCIENCE,https://jurnal.ulb.ac.id/index.php/eduscience,id,Indonesian,Education
15438,2303-2863,2615-1855,INFORMATIKA,https://jurnal.ulb.ac.id/index.php/informatika,id,Indonesian,Studies in Human Society
15439,2442-9481,2685-7332,JURNAL PEMBELAJARAN DAN BIOLOGI NUKLEUS,https://jurnal.ulb.ac.id/index.php/nukleus,id,Indonesian,Biological Sciences
15440,2460-593X,2685-5585,JURNAL PEMBELAJARAN DAN MATEMATIKA SIGMA (JPMS),https://jurnal.ulb.ac.id/index.php/sigma,id,Indonesian,Education
15441,2721-0545,2722-3604,JURNAL KEPASTIAN HUKUM DAN KEADILAN,https://jurnal.um-palembang.ac.id/KHDK,en,English,Medical and Health Sciences
15442,2549-5267,2579-7352,Didaktika Biologi: Jurnal Penelitian Pendidikan Biologi,https://jurnal.um-palembang.ac.id/dikbio,id,Indonesian,Biological Sciences
15443,2477-3549,,Doctrinal,https://jurnal.um-palembang.ac.id/doktrinal,en,English,Law and Legal Studies
15444,2548-1622,,MOTIVASI: Jurnal Manajemen dan Bisnis,https://jurnal.um-palembang.ac.id/motivasi,en,English,"Commerce, Management, Tourism and Services"
15445,2746-0096,,AN-Nur: Jurnal Kajian dan Pengembangan Kesehatan Masyarakat,https://jurnal.umj.ac.id/index.php/AN-NUR,id,Indonesian,Medical and Health Sciences
15446,2722-2055,,AS-SYIFA : Jurnal Pengabdian dan Pemberdayaan Kesehatan Masyarakat,https://jurnal.umj.ac.id/index.php/AS-SYIFA,id,Indonesian,Medical and Health Sciences
15447,2622-3597,,English Language in Focus (ELIF),https://jurnal.umj.ac.id/index.php/ELIF,en,English,"Language, Communication and Culture"
15448,2745-3863,,ENVIRONMENTAL OCCUPATIONAL HEALTH AND SAFETY JOURNAL,https://jurnal.umj.ac.id/index.php/EOHSJ,id,Indonesian,Medical and Health Sciences
15449,2721-6888,,Proceeding of International Conference on Social Sciences,https://jurnal.umj.ac.id/index.php/ICSS,en,English,Studies in Human Society
15450,2580-2607,2581-1347,International Journal of Built Environment and Scientific Research,https://jurnal.umj.ac.id/index.php/IJBESR,en,English,Built Environment and Design
15451,2745-4711,,Jurnal Akuntansi dan Governance,https://jurnal.umj.ac.id/index.php/JAGo,en,English,"Commerce, Management, Tourism and Services"
15452,2622-6553,,Journal of Applied Sciences and Advanced Technology,https://jurnal.umj.ac.id/index.php/JASAT,en,English,Engineering and Technology
15453,0216-3942,2549-6883,Jurnal Kedokteran dan Kesehatan,https://jurnal.umj.ac.id/index.php/JKK,id,Indonesian,Medical and Health Sciences
15454,2716-4152,2721-9062,Jurnal Muhammadiyah Manajemen Bisnis,https://jurnal.umj.ac.id/index.php/JMMB,id,Indonesian,Studies in Human Society
15455,2722-2942,,Muhammadiyah Journal of Nutrition and Food Science (MJNF),https://jurnal.umj.ac.id/index.php/MJNF,id,Indonesian,Medical and Health Sciences
15456,2721-317X,,Muhammadiyah Medical Journal,https://jurnal.umj.ac.id/index.php/MMJ,en,English,Medical and Health Sciences
15457,2723-4266,,Muhammadiyah Public Health Journal,https://jurnal.umj.ac.id/index.php/MPHJ,id,Indonesian,Medical and Health Sciences
15458,0854-6460,2715-6931,Misykat al-Anwar Jurnal Kajian Islam dan Masyarakat,https://jurnal.umj.ac.id/index.php/MaA16,en,English,Education
15459,2721-6837,,Muhammadiyah Journal of Geriatric,https://jurnal.umj.ac.id/index.php/MuJG,id,Indonesian,Medical and Health Sciences
15460,2722-8088,,Muhammadiyah Journal of Midwifery,https://jurnal.umj.ac.id/index.php/MyJM,id,Indonesian,Medical and Health Sciences
15461,2502-9398,2503-5126,Jurnal Tahdzibi : Manajemen Pendidikan Islam,https://jurnal.umj.ac.id/index.php/Tahdzibi,id,Indonesian,Education
15462,2580-4197,2685-0281,Yaa Bunayya : Jurnal Pendidikan Anak Usia Dini,https://jurnal.umj.ac.id/index.php/YaaBunayya,id,Indonesian,"Language, Communication and Culture"
15463,2623-0089,,BASKARA : Journal of Business and Entrepreneurship,https://jurnal.umj.ac.id/index.php/baskara,id,Indonesian,"Commerce, Management, Tourism and Services"
15464,2460-7797,2614-8234,FIBONACCI: Jurnal Pendidikan Matematika dan Matematika,https://jurnal.umj.ac.id/index.php/fbc,id,Indonesian,Studies in Human Society
15465,2528-0201,2528-3278,Jurnal AGROSAINS dan TEKNOLOGI,https://jurnal.umj.ac.id/index.php/ftan,id,Indonesian,Engineering and Technology
15466,2579-6151,,Jurnal Holistika,https://jurnal.umj.ac.id/index.php/holistika,id,Indonesian,Education
15467,2622-0997,,Indonesian Journal of Nursing Sciences and Practice,https://jurnal.umj.ac.id/index.php/ijnsp,id,Indonesian,Medical and Health Sciences
15468,2686-5645,,Instruksional,https://jurnal.umj.ac.id/index.php/instruksional,en,English,Education
15469,2355-2085,2550-083X,JISI: Jurnal Integrasi Sistem Industri,https://jurnal.umj.ac.id/index.php/jisi,id,Indonesian,Engineering and Technology
15470,2085-1669,2460-0288,Jurnal Teknologi,https://jurnal.umj.ac.id/index.php/jurtek,id,Indonesian,Engineering and Technology
15471,2089-0265,2598-3016,"JUST IT : Jurnal Sistem Informasi, Teknologi Informasi dan Komputer",https://jurnal.umj.ac.id/index.php/just-it,id,Indonesian,"Commerce, Management, Tourism and Services"
15472,2721-6918,,KHIDMAT SOSIAL: Journal of Social Work and Social Services,https://jurnal.umj.ac.id/index.php/khidmatsosial,id,Indonesian,Medical and Health Sciences
15473,2086-7352,,Konstruksia,https://jurnal.umj.ac.id/index.php/konstruksia,id,Indonesian,Engineering and Technology
15474,2252-7311,2549-6840,JURNAL KONVERSI,https://jurnal.umj.ac.id/index.php/konversi,id,Indonesian,Engineering and Technology
15475,1412-3266,2549-6832,NALARs,https://jurnal.umj.ac.id/index.php/nalars,id,Indonesian,Built Environment and Design
15476,2614-8226,,Pena Literasi,https://jurnal.umj.ac.id/index.php/penaliterasi,id,Indonesian,"Language, Communication and Culture"
15477,2549-0613,2615-7179,Perspektif Komunikasi: Jurnal Ilmu Komunikasi Politik dan Komunikasi Bisnis,https://jurnal.umj.ac.id/index.php/perspektif,id,Indonesian,Studies in Human Society
15478,2550-066X,2621-1181,PURWARUPA Jurnal Arsitektur,https://jurnal.umj.ac.id/index.php/purwarupa,id,Indonesian,Built Environment and Design
15479,2621-9700,2654-2684,RESISTOR (Elektronika Kendali Telekomunikasi Tenaga Listrik Komputer),https://jurnal.umj.ac.id/index.php/resistor,id,Indonesian,Engineering and Technology
15480,2088-9038,2549-9645,SINTEK JURNAL: Jurnal Ilmiah Teknik Mesin,https://jurnal.umj.ac.id/index.php/sintek,en,English,Engineering and Technology
15481,2774-7778,,Taraadin : Jurnal Ekonomi dan Bisnis Islam,https://jurnal.umj.ac.id/index.php/taraadin,id,Indonesian,Studies in Human Society
